eventID ,case LoanGoal,case ApplicationType,case concept:name,case RequestedAmount,event Action,event org:resource,event concept:name,event EventOrigin,event EventID,event lifecycle:transition,event time:timestamp
25769803789,Existing loan takeover,New credit,Application_1266995739,7000,Released,User_38,W_Complete application,Workflow,Workitem_404068833,suspend,31:56.1
30064771078,Home improvement,New credit,Application_1878239836,15000,Obtained,User_38,W_Complete application,Workflow,Workitem_590189592,start,32:03.4
25769803790,Existing loan takeover,New credit,Application_1266995739,7000,statechange,User_3,A_Accepted,Application,ApplState_784589932,complete,35:32.2
30064771079,Home improvement,New credit,Application_1878239836,15000,Released,User_38,W_Complete application,Workflow,Workitem_1728936136,suspend,37:53.5
1.37439E+11,Caravan / Camper,New credit,Application_1059184025,6600,Created,User_19,O_Create Offer,Offer,Offer_868206108,complete,38:07.7
1.37439E+11,Caravan / Camper,New credit,Application_1059184025,6600,statechange,User_19,O_Created,Offer,OfferState_549814351,complete,38:09.0
25769803791,Existing loan takeover,New credit,Application_1266995739,7000,Created,User_3,O_Create Offer,Offer,Offer_467024374,complete,38:19.5
25769803792,Existing loan takeover,New credit,Application_1266995739,7000,statechange,User_3,O_Created,Offer,OfferState_320497291,complete,38:20.7
25769803793,Existing loan takeover,New credit,Application_1266995739,7000,statechange,User_3,O_Sent (mail and online),Offer,OfferState_1832385008,complete,38:31.3
25769803794,Existing loan takeover,New credit,Application_1266995739,7000,Deleted,User_3,W_Complete application,Workflow,Workitem_1536031316,ate_abort,38:31.4
25769803795,Existing loan takeover,New credit,Application_1266995739,7000,Created,User_3,W_Call after offers,Workflow,Workitem_1524128442,schedule,38:31.4
25769803796,Existing loan takeover,New credit,Application_1266995739,7000,Obtained,User_3,W_Call after offers,Workflow,Workitem_1308329251,start,38:31.4
25769803797,Existing loan takeover,New credit,Application_1266995739,7000,statechange,User_3,A_Complete,Application,ApplState_561170698,complete,38:31.4
25769803798,Existing loan takeover,New credit,Application_1266995739,7000,Released,User_3,W_Call after offers,Workflow,Workitem_1953060635,suspend,39:23.1
1.37439E+11,Caravan / Camper,New credit,Application_1059184025,6600,statechange,User_19,O_Sent (mail and online),Offer,OfferState_1508025371,complete,41:36.5
1.37439E+11,Caravan / Camper,New credit,Application_1059184025,6600,statechange,User_19,O_Cancelled,Offer,OfferState_1402846138,complete,41:44.0
30064771080,Home improvement,New credit,Application_1878239836,15000,Obtained,User_3,W_Complete application,Workflow,Workitem_1285266773,resume,50:50.1
2.01863E+11,Car,New credit,Application_1294530310,10000,Created,User_38,A_Create Application,Application,Application_1294530310,complete,54:22.1
2.01863E+11,Car,New credit,Application_1294530310,10000,Created,User_38,W_Complete application,Workflow,Workitem_911249324,schedule,54:22.1
2.01863E+11,Car,New credit,Application_1294530310,10000,Obtained,User_38,W_Complete application,Workflow,Workitem_114136989,start,54:22.1
2.01863E+11,Car,New credit,Application_1294530310,10000,statechange,User_38,A_Concept,Application,ApplState_662457123,complete,54:22.1
30064771081,Home improvement,New credit,Application_1878239836,15000,statechange,User_3,A_Accepted,Application,ApplState_1724218207,complete,59:27.4
30064771082,Home improvement,New credit,Application_1878239836,15000,Created,User_3,O_Create Offer,Offer,Offer_117620760,complete,00:00.0
30064771083,Home improvement,New credit,Application_1878239836,15000,statechange,User_3,O_Created,Offer,OfferState_1078624957,complete,00:01.4
30064771084,Home improvement,New credit,Application_1878239836,15000,statechange,User_3,O_Sent (mail and online),Offer,OfferState_1280164227,complete,00:19.9
30064771085,Home improvement,New credit,Application_1878239836,15000,Deleted,User_3,W_Complete application,Workflow,Workitem_211351604,complete,00:19.9
30064771086,Home improvement,New credit,Application_1878239836,15000,Created,User_3,W_Call after offers,Workflow,Workitem_585076049,schedule,00:20.0
30064771087,Home improvement,New credit,Application_1878239836,15000,Obtained,User_3,W_Call after offers,Workflow,Workitem_1094488878,start,00:20.0
30064771088,Home improvement,New credit,Application_1878239836,15000,statechange,User_3,A_Complete,Application,ApplState_1631192678,complete,00:20.0
30064771089,Home improvement,New credit,Application_1878239836,15000,Released,User_3,W_Call after offers,Workflow,Workitem_879835269,suspend,01:29.2
2.01863E+11,Car,New credit,Application_1294530310,10000,statechange,User_38,A_Accepted,Application,ApplState_1315715344,complete,03:54.6
2.06158E+11,Home improvement,New credit,Application_470922426,40000,Created,User_52,A_Create Application,Application,Application_470922426,complete,04:02.7
2.06158E+11,Home improvement,New credit,Application_470922426,40000,Created,User_52,W_Complete application,Workflow,Workitem_401091457,schedule,04:02.8
2.06158E+11,Home improvement,New credit,Application_470922426,40000,Obtained,User_52,W_Complete application,Workflow,Workitem_582209870,start,04:02.8
2.06158E+11,Home improvement,New credit,Application_470922426,40000,statechange,User_52,A_Concept,Application,ApplState_665132907,complete,04:02.8
2.01863E+11,Car,New credit,Application_1294530310,10000,Created,User_38,O_Create Offer,Offer,Offer_1183140970,complete,06:26.6
2.01863E+11,Car,New credit,Application_1294530310,10000,statechange,User_38,O_Created,Offer,OfferState_1596242728,complete,06:27.9
2.01863E+11,Car,New credit,Application_1294530310,10000,statechange,User_38,O_Sent (mail and online),Offer,OfferState_629980071,complete,06:42.8
2.01863E+11,Car,New credit,Application_1294530310,10000,Deleted,User_38,W_Complete application,Workflow,Workitem_1530370618,complete,06:42.8
2.01863E+11,Car,New credit,Application_1294530310,10000,Created,User_38,W_Call after offers,Workflow,Workitem_1778863536,schedule,06:42.8
2.01863E+11,Car,New credit,Application_1294530310,10000,Obtained,User_38,W_Call after offers,Workflow,Workitem_1728023419,start,06:42.8
2.01863E+11,Car,New credit,Application_1294530310,10000,statechange,User_38,A_Complete,Application,ApplState_888735722,complete,06:42.8
2.06158E+11,Home improvement,New credit,Application_470922426,40000,statechange,User_52,A_Accepted,Application,ApplState_185383608,complete,07:55.1
2.01863E+11,Car,New credit,Application_1294530310,10000,Released,User_38,W_Call after offers,Workflow,Workitem_1546866782,suspend,10:38.8
2.06158E+11,Home improvement,New credit,Application_470922426,40000,Released,User_52,W_Complete application,Workflow,Workitem_915561740,suspend,12:01.3
34359738374,Car,New credit,Application_619403287,15000,Obtained,User_19,W_Complete application,Workflow,Workitem_488414588,start,26:28.0
38654705670,Car,New credit,Application_1710223761,11000,Obtained,User_17,W_Complete application,Workflow,Workitem_301236238,start,29:42.9
38654705671,Car,New credit,Application_1710223761,11000,Released,User_17,W_Complete application,Workflow,Workitem_1130999419,suspend,31:23.1
42949672966,"Other, see explanation",New credit,Application_1529124572,5000,Obtained,User_17,W_Complete application,Workflow,Workitem_950257393,start,31:35.1
34359738375,Car,New credit,Application_619403287,15000,statechange,User_19,A_Accepted,Application,ApplState_361506504,complete,32:24.8
42949672967,"Other, see explanation",New credit,Application_1529124572,5000,Released,User_17,W_Complete application,Workflow,Workitem_1271471682,suspend,34:08.3
47244640262,"Other, see explanation",New credit,Application_387012864,5000,Obtained,User_17,W_Complete application,Workflow,Workitem_643023416,start,36:37.1
47244640263,"Other, see explanation",New credit,Application_387012864,5000,statechange,User_17,A_Accepted,Application,ApplState_1300637007,complete,40:57.3
34359738376,Car,New credit,Application_619403287,15000,Created,User_19,O_Create Offer,Offer,Offer_1534843733,complete,41:07.8
34359738377,Car,New credit,Application_619403287,15000,statechange,User_19,O_Created,Offer,OfferState_747412500,complete,41:09.2
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,Obtained,User_3,W_Complete application,Workflow,Workitem_771040208,resume,41:26.8
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,Released,User_3,W_Complete application,Workflow,Workitem_159800719,suspend,41:33.0
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,Obtained,User_3,W_Complete application,Workflow,Workitem_1352102710,resume,41:50.5
34359738378,Car,New credit,Application_619403287,15000,statechange,User_19,O_Sent (mail and online),Offer,OfferState_31930877,complete,44:54.6
34359738379,Car,New credit,Application_619403287,15000,Deleted,User_19,W_Complete application,Workflow,Workitem_1701842789,complete,44:54.6
34359738380,Car,New credit,Application_619403287,15000,Created,User_19,W_Call after offers,Workflow,Workitem_196754340,schedule,44:54.6
34359738381,Car,New credit,Application_619403287,15000,Obtained,User_19,W_Call after offers,Workflow,Workitem_119324096,start,44:54.6
34359738382,Car,New credit,Application_619403287,15000,statechange,User_19,A_Complete,Application,ApplState_755873942,complete,44:54.6
34359738383,Car,New credit,Application_619403287,15000,Released,User_19,W_Call after offers,Workflow,Workitem_1385138417,suspend,44:58.6
47244640264,"Other, see explanation",New credit,Application_387012864,5000,Created,User_17,O_Create Offer,Offer,Offer_1750007091,complete,45:25.6
47244640265,"Other, see explanation",New credit,Application_387012864,5000,statechange,User_17,O_Created,Offer,OfferState_317797165,complete,45:26.8
47244640266,"Other, see explanation",New credit,Application_387012864,5000,statechange,User_17,O_Sent (mail and online),Offer,OfferState_230953215,complete,46:43.3
47244640267,"Other, see explanation",New credit,Application_387012864,5000,Deleted,User_17,W_Complete application,Workflow,Workitem_1136091724,complete,46:43.3
47244640268,"Other, see explanation",New credit,Application_387012864,5000,Created,User_17,W_Call after offers,Workflow,Workitem_954846691,schedule,46:43.3
47244640269,"Other, see explanation",New credit,Application_387012864,5000,Obtained,User_17,W_Call after offers,Workflow,Workitem_1873839238,start,46:43.3
47244640270,"Other, see explanation",New credit,Application_387012864,5000,statechange,User_17,A_Complete,Application,ApplState_1105320127,complete,46:43.3
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,statechange,User_3,A_Accepted,Application,ApplState_2061884966,complete,47:08.0
47244640271,"Other, see explanation",New credit,Application_387012864,5000,Released,User_17,W_Call after offers,Workflow,Workitem_2034165672,suspend,49:06.8
77309411334,Car,New credit,Application_1017492916,15000,Obtained,User_17,W_Complete application,Workflow,Workitem_1837152250,start,49:26.0
2.10453E+11,Car,New credit,Application_1461440233,11000,Created,User_1,A_Create Application,Application,Application_1461440233,complete,49:26.7
2.10453E+11,Car,New credit,Application_1461440233,11000,statechange,User_1,A_Submitted,Application,ApplState_1829911883,complete,49:26.7
2.10453E+11,Car,New credit,Application_1461440233,11000,Created,User_1,W_Handle leads,Workflow,Workitem_2074400884,schedule,49:27.2
2.10453E+11,Car,New credit,Application_1461440233,11000,Deleted,User_1,W_Handle leads,Workflow,Workitem_312133854,withdraw,50:18.0
2.10453E+11,Car,New credit,Application_1461440233,11000,Created,User_1,W_Complete application,Workflow,Workitem_763214341,schedule,50:18.0
2.10453E+11,Car,New credit,Application_1461440233,11000,statechange,User_1,A_Concept,Application,ApplState_1103496042,complete,50:18.0
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,Created,User_3,O_Create Offer,Offer,Offer_106103074,complete,50:24.2
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,statechange,User_3,O_Created,Offer,OfferState_739762372,complete,50:25.7
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,Created,User_3,O_Create Offer,Offer,Offer_243419316,complete,51:05.9
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,statechange,User_3,O_Created,Offer,OfferState_610082971,complete,51:07.3
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,statechange,User_3,O_Cancelled,Offer,OfferState_244975771,complete,51:15.0
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,statechange,User_3,O_Sent (mail and online),Offer,OfferState_1822068300,complete,51:25.5
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,Deleted,User_3,W_Complete application,Workflow,Workitem_1011858621,complete,51:25.6
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,Created,User_3,W_Call after offers,Workflow,Workitem_626678244,schedule,51:25.7
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,Obtained,User_3,W_Call after offers,Workflow,Workitem_311036970,start,51:25.7
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,statechange,User_3,A_Complete,Application,ApplState_1293174500,complete,51:25.7
1.80389E+11,Existing loan takeover,New credit,Application_767475240,15400,Released,User_3,W_Call after offers,Workflow,Workitem_1645678274,suspend,52:30.8
77309411335,Car,New credit,Application_1017492916,15000,Released,User_17,W_Complete application,Workflow,Workitem_1548748913,suspend,53:19.1
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,Created,User_3,A_Create Application,Application,Application_857715587,complete,59:43.6
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,Created,User_3,W_Complete application,Workflow,Workitem_808674166,schedule,59:43.6
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,Obtained,User_3,W_Complete application,Workflow,Workitem_1136334904,start,59:43.6
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,statechange,User_3,A_Concept,Application,ApplState_97066396,complete,59:43.6
98784247814,Car,New credit,Application_1846626914,5000,Obtained,User_17,W_Complete application,Workflow,Workitem_690005955,start,00:30.9
98784247815,Car,New credit,Application_1846626914,5000,Released,User_17,W_Complete application,Workflow,Workitem_474542131,suspend,00:35.3
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,statechange,User_3,A_Accepted,Application,ApplState_285288737,complete,03:31.8
55834574854,Existing loan takeover,New credit,Application_42838382,29500,Obtained,User_19,W_Complete application,Workflow,Workitem_1310779544,start,04:19.7
55834574855,Existing loan takeover,New credit,Application_42838382,29500,Released,User_19,W_Complete application,Workflow,Workitem_995072338,suspend,04:42.5
2.19043E+11,Car,Limit raise,Application_351152063,0,Created,User_52,A_Create Application,Application,Application_351152063,complete,05:26.8
2.19043E+11,Car,Limit raise,Application_351152063,0,statechange,User_52,A_Concept,Application,ApplState_1271493855,complete,05:26.8
2.19043E+11,Car,Limit raise,Application_351152063,0,Created,User_52,W_Complete application,Workflow,Workitem_1893103438,schedule,05:26.9
2.19043E+11,Car,Limit raise,Application_351152063,0,Obtained,User_52,W_Complete application,Workflow,Workitem_1030220265,start,05:26.9
55834574856,Existing loan takeover,New credit,Application_42838382,29500,Obtained,User_17,W_Complete application,Workflow,Workitem_667623461,resume,05:46.4
55834574857,Existing loan takeover,New credit,Application_42838382,29500,Released,User_17,W_Complete application,Workflow,Workitem_52267921,suspend,05:51.3
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,Created,User_3,O_Create Offer,Offer,Offer_829153695,complete,06:15.7
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,statechange,User_3,O_Created,Offer,OfferState_1599533362,complete,06:17.1
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,statechange,User_3,O_Sent (mail and online),Offer,OfferState_1173137417,complete,06:27.2
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,Deleted,User_3,W_Complete application,Workflow,Workitem_305583878,complete,06:27.2
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,Created,User_3,W_Call after offers,Workflow,Workitem_1107873054,schedule,06:27.2
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,Obtained,User_3,W_Call after offers,Workflow,Workitem_160687612,start,06:27.2
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,statechange,User_3,A_Complete,Application,ApplState_2107943312,complete,06:27.2
2.14748E+11,"Other, see explanation",New credit,Application_857715587,40000,Released,User_3,W_Call after offers,Workflow,Workitem_12121159,suspend,07:26.4
2.19043E+11,Car,Limit raise,Application_351152063,0,Released,User_52,W_Complete application,Workflow,Workitem_759612607,suspend,07:27.8
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,Created,User_17,A_Create Application,Application,Application_1547844908,complete,09:45.4
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,Created,User_17,W_Complete application,Workflow,Workitem_1833147206,schedule,09:45.4
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,Obtained,User_17,W_Complete application,Workflow,Workitem_1483595623,start,09:45.4
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,statechange,User_17,A_Concept,Application,ApplState_1732386433,complete,09:45.4
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,statechange,User_17,A_Accepted,Application,ApplState_2039718523,complete,11:01.5
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,Created,User_17,O_Create Offer,Offer,Offer_1047899891,complete,17:01.4
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,statechange,User_17,O_Created,Offer,OfferState_815107135,complete,17:02.7
73014444038,Not speficied,New credit,Application_1111870538,5000,Obtained,User_3,W_Complete application,Workflow,Workitem_1749214775,start,17:59.2
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,statechange,User_17,O_Sent (mail and online),Offer,OfferState_1498657898,complete,19:18.0
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,Deleted,User_17,W_Complete application,Workflow,Workitem_1061752260,complete,19:18.1
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,Created,User_17,W_Call after offers,Workflow,Workitem_349718713,schedule,19:18.1
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,Obtained,User_17,W_Call after offers,Workflow,Workitem_2075336377,start,19:18.1
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,statechange,User_17,A_Complete,Application,ApplState_2130498498,complete,19:18.1
55834574858,Existing loan takeover,New credit,Application_42838382,29500,Obtained,User_3,W_Complete application,Workflow,Workitem_1359399276,resume,19:59.0
60129542150,Home improvement,New credit,Application_180547487,6000,Obtained,User_19,W_Complete application,Workflow,Workitem_993095878,start,21:33.9
2.23338E+11,Home improvement,New credit,Application_1547844908,40000,Released,User_17,W_Call after offers,Workflow,Workitem_643847518,suspend,22:44.6
55834574859,Existing loan takeover,New credit,Application_42838382,29500,statechange,User_3,A_Accepted,Application,ApplState_925748979,complete,25:13.2
64424509446,Remaining debt home,New credit,Application_1966208034,40000,Obtained,User_38,W_Complete application,Workflow,Workitem_398723910,start,25:45.5
64424509447,Remaining debt home,New credit,Application_1966208034,40000,Released,User_38,W_Complete application,Workflow,Workitem_125509469,suspend,29:20.8
60129542151,Home improvement,New credit,Application_180547487,6000,statechange,User_19,A_Accepted,Application,ApplState_1225550919,complete,29:33.3
60129542152,Home improvement,New credit,Application_180547487,6000,Created,User_19,O_Create Offer,Offer,Offer_833160233,complete,31:45.7
60129542153,Home improvement,New credit,Application_180547487,6000,statechange,User_19,O_Created,Offer,OfferState_1317572842,complete,31:47.0
64424509448,Remaining debt home,New credit,Application_1966208034,40000,Obtained,User_17,W_Complete application,Workflow,Workitem_725447429,resume,32:30.9
64424509449,Remaining debt home,New credit,Application_1966208034,40000,Released,User_17,W_Complete application,Workflow,Workitem_1074376093,suspend,32:38.8
55834574860,Existing loan takeover,New credit,Application_42838382,29500,Created,User_3,O_Create Offer,Offer,Offer_685676472,complete,33:53.8
55834574861,Existing loan takeover,New credit,Application_42838382,29500,statechange,User_3,O_Created,Offer,OfferState_1896793294,complete,33:55.1
55834574862,Existing loan takeover,New credit,Application_42838382,29500,Created,User_3,O_Create Offer,Offer,Offer_933028395,complete,34:17.4
55834574863,Existing loan takeover,New credit,Application_42838382,29500,statechange,User_3,O_Created,Offer,OfferState_1696821828,complete,34:18.8
77309411336,Car,New credit,Application_1017492916,15000,statechange,User_38,A_Accepted,Application,ApplState_613600839,complete,34:21.4
55834574864,Existing loan takeover,New credit,Application_42838382,29500,statechange,User_3,O_Sent (mail and online),Offer,OfferState_234595622,complete,34:32.5
55834574865,Existing loan takeover,New credit,Application_42838382,29500,statechange,User_3,O_Sent (mail and online),Offer,OfferState_81290527,complete,34:32.5
55834574866,Existing loan takeover,New credit,Application_42838382,29500,Deleted,User_3,W_Complete application,Workflow,Workitem_1027188854,complete,34:32.6
55834574867,Existing loan takeover,New credit,Application_42838382,29500,Created,User_3,W_Call after offers,Workflow,Workitem_711167551,schedule,34:32.6
55834574868,Existing loan takeover,New credit,Application_42838382,29500,Obtained,User_3,W_Call after offers,Workflow,Workitem_934388980,start,34:32.6
55834574869,Existing loan takeover,New credit,Application_42838382,29500,statechange,User_3,A_Complete,Application,ApplState_1260932164,complete,34:32.6
60129542154,Home improvement,New credit,Application_180547487,6000,statechange,User_19,O_Sent (mail and online),Offer,OfferState_612129037,complete,34:40.6
60129542155,Home improvement,New credit,Application_180547487,6000,Deleted,User_19,W_Complete application,Workflow,Workitem_801697326,complete,34:40.6
60129542156,Home improvement,New credit,Application_180547487,6000,Created,User_19,W_Call after offers,Workflow,Workitem_485657689,schedule,34:40.6
60129542157,Home improvement,New credit,Application_180547487,6000,Obtained,User_19,W_Call after offers,Workflow,Workitem_1281877246,start,34:40.6
60129542158,Home improvement,New credit,Application_180547487,6000,statechange,User_19,A_Complete,Application,ApplState_31775180,complete,34:40.6
60129542159,Home improvement,New credit,Application_180547487,6000,Released,User_19,W_Call after offers,Workflow,Workitem_9001742,suspend,35:59.1
2.27633E+11,Car,Limit raise,Application_2055987002,15000,Created,User_17,A_Create Application,Application,Application_2055987002,complete,36:05.5
2.27633E+11,Car,Limit raise,Application_2055987002,15000,statechange,User_17,A_Concept,Application,ApplState_115864376,complete,36:05.5
2.27633E+11,Car,Limit raise,Application_2055987002,15000,Created,User_17,W_Complete application,Workflow,Workitem_367252404,schedule,36:05.6
2.27633E+11,Car,Limit raise,Application_2055987002,15000,Obtained,User_17,W_Complete application,Workflow,Workitem_352920622,start,36:05.6
73014444039,Not speficied,New credit,Application_1111870538,5000,Released,User_3,W_Complete application,Workflow,Workitem_1073193984,suspend,36:49.4
55834574870,Existing loan takeover,New credit,Application_42838382,29500,Released,User_3,W_Call after offers,Workflow,Workitem_849948910,suspend,36:49.4
64424509450,Remaining debt home,New credit,Application_1966208034,40000,Obtained,User_19,W_Complete application,Workflow,Workitem_56311285,resume,37:21.1
2.27633E+11,Car,Limit raise,Application_2055987002,15000,statechange,User_17,A_Accepted,Application,ApplState_1203418512,complete,38:50.6
73014444040,Not speficied,New credit,Application_1111870538,5000,Obtained,User_3,W_Complete application,Workflow,Workitem_1964121434,resume,39:09.6
73014444041,Not speficied,New credit,Application_1111870538,5000,Released,User_3,W_Complete application,Workflow,Workitem_1524409897,suspend,39:55.0
77309411337,Car,New credit,Application_1017492916,15000,Created,User_38,O_Create Offer,Offer,Offer_608733999,complete,40:18.3
77309411338,Car,New credit,Application_1017492916,15000,statechange,User_38,O_Created,Offer,OfferState_296598996,complete,40:19.6
77309411339,Car,New credit,Application_1017492916,15000,statechange,User_38,O_Sent (mail and online),Offer,OfferState_1567336603,complete,40:31.1
77309411340,Car,New credit,Application_1017492916,15000,Deleted,User_38,W_Complete application,Workflow,Workitem_1882450871,ate_abort,40:31.1
77309411341,Car,New credit,Application_1017492916,15000,Created,User_38,W_Call after offers,Workflow,Workitem_1784651069,schedule,40:31.1
77309411342,Car,New credit,Application_1017492916,15000,Obtained,User_38,W_Call after offers,Workflow,Workitem_576502246,start,40:31.1
77309411343,Car,New credit,Application_1017492916,15000,statechange,User_38,A_Complete,Application,ApplState_1556415343,complete,40:31.1
2.27633E+11,Car,Limit raise,Application_2055987002,15000,Created,User_17,O_Create Offer,Offer,Offer_213718197,complete,41:10.7
2.27633E+11,Car,Limit raise,Application_2055987002,15000,statechange,User_17,O_Created,Offer,OfferState_172852795,complete,41:12.0
2.27633E+11,Car,Limit raise,Application_2055987002,15000,statechange,User_17,O_Sent (mail and online),Offer,OfferState_868105583,complete,41:44.3
2.27633E+11,Car,Limit raise,Application_2055987002,15000,Deleted,User_17,W_Complete application,Workflow,Workitem_1023580658,complete,41:44.3
2.27633E+11,Car,Limit raise,Application_2055987002,15000,Created,User_17,W_Call after offers,Workflow,Workitem_352255010,schedule,41:44.3
2.27633E+11,Car,Limit raise,Application_2055987002,15000,Obtained,User_17,W_Call after offers,Workflow,Workitem_533241098,start,41:44.3
2.27633E+11,Car,Limit raise,Application_2055987002,15000,statechange,User_17,A_Complete,Application,ApplState_2032546189,complete,41:44.3
77309411344,Car,New credit,Application_1017492916,15000,Released,User_38,W_Call after offers,Workflow,Workitem_244773061,suspend,43:37.5
2.27633E+11,Car,Limit raise,Application_2055987002,15000,Released,User_17,W_Call after offers,Workflow,Workitem_1461309672,suspend,43:47.0
64424509451,Remaining debt home,New credit,Application_1966208034,40000,statechange,User_19,A_Accepted,Application,ApplState_532616550,complete,47:16.8
38654705672,Car,New credit,Application_1710223761,11000,statechange,User_3,A_Accepted,Application,ApplState_1328647978,complete,48:12.3
12884901897,Car,New credit,Application_1746793196,5000,Obtained,User_17,W_Complete application,Workflow,Workitem_1280215728,resume,49:58.0
12884901898,Car,New credit,Application_1746793196,5000,Released,User_17,W_Complete application,Workflow,Workitem_829291310,suspend,50:02.3
38654705673,Car,New credit,Application_1710223761,11000,Created,User_3,O_Create Offer,Offer,Offer_108214080,complete,50:34.3
38654705674,Car,New credit,Application_1710223761,11000,statechange,User_3,O_Created,Offer,OfferState_1765583054,complete,50:35.6
38654705675,Car,New credit,Application_1710223761,11000,statechange,User_3,O_Sent (mail and online),Offer,OfferState_1025469920,complete,50:48.6
38654705676,Car,New credit,Application_1710223761,11000,Deleted,User_3,W_Complete application,Workflow,Workitem_208630623,ate_abort,50:48.6
38654705677,Car,New credit,Application_1710223761,11000,Created,User_3,W_Call after offers,Workflow,Workitem_120235891,schedule,50:48.6
38654705678,Car,New credit,Application_1710223761,11000,Obtained,User_3,W_Call after offers,Workflow,Workitem_237807435,start,50:48.6
38654705679,Car,New credit,Application_1710223761,11000,statechange,User_3,A_Complete,Application,ApplState_103429513,complete,50:48.6
64424509452,Remaining debt home,New credit,Application_1966208034,40000,Created,User_19,O_Create Offer,Offer,Offer_1967986467,complete,52:19.0
64424509453,Remaining debt home,New credit,Application_1966208034,40000,statechange,User_19,O_Created,Offer,OfferState_1205213001,complete,52:20.2
38654705680,Car,New credit,Application_1710223761,11000,Released,User_3,W_Call after offers,Workflow,Workitem_1425841733,suspend,56:50.9
64424509454,Remaining debt home,New credit,Application_1966208034,40000,statechange,User_19,O_Sent (mail and online),Offer,OfferState_684087014,complete,59:33.6
64424509455,Remaining debt home,New credit,Application_1966208034,40000,Deleted,User_19,W_Complete application,Workflow,Workitem_486705867,complete,59:33.7
64424509456,Remaining debt home,New credit,Application_1966208034,40000,Created,User_19,W_Call after offers,Workflow,Workitem_2009413784,schedule,59:33.7
64424509457,Remaining debt home,New credit,Application_1966208034,40000,Obtained,User_19,W_Call after offers,Workflow,Workitem_629680206,start,59:33.7
64424509458,Remaining debt home,New credit,Application_1966208034,40000,statechange,User_19,A_Complete,Application,ApplState_899826364,complete,59:33.7
64424509459,Remaining debt home,New credit,Application_1966208034,40000,Released,User_19,W_Call after offers,Workflow,Workitem_1712514593,suspend,04:36.8
2.31928E+11,Existing loan takeover,New credit,Application_1118236712,15000,Created,User_1,A_Create Application,Application,Application_1118236712,complete,18:10.6
2.31928E+11,Existing loan takeover,New credit,Application_1118236712,15000,statechange,User_1,A_Submitted,Application,ApplState_326171944,complete,18:10.6
2.31928E+11,Existing loan takeover,New credit,Application_1118236712,15000,Created,User_1,W_Handle leads,Workflow,Workitem_1893737154,schedule,18:11.0
2.31928E+11,Existing loan takeover,New credit,Application_1118236712,15000,Deleted,User_1,W_Handle leads,Workflow,Workitem_737108209,withdraw,19:17.7
2.31928E+11,Existing loan takeover,New credit,Application_1118236712,15000,Created,User_1,W_Complete application,Workflow,Workitem_960642937,schedule,19:17.7
2.31928E+11,Existing loan takeover,New credit,Application_1118236712,15000,statechange,User_1,A_Concept,Application,ApplState_540866780,complete,19:17.8
2.36223E+11,Existing loan takeover,New credit,Application_1234535641,8000,Created,User_1,A_Create Application,Application,Application_1234535641,complete,23:04.9
2.36223E+11,Existing loan takeover,New credit,Application_1234535641,8000,statechange,User_1,A_Submitted,Application,ApplState_474811391,complete,23:05.0
2.36223E+11,Existing loan takeover,New credit,Application_1234535641,8000,Created,User_1,W_Handle leads,Workflow,Workitem_1722817166,schedule,23:06.1
