eventID ,case concept:name,case REG_DATE,case AMOUNT_REQ,event concept:name,event lifecycle:transition,event time:timestamp
81604378637,173745,2011-10-01T14:08:16.293+02:00,2000,W_Nabellen offertes,SCHEDULE,58:45.0
81604378638,173745,2011-10-01T14:08:16.293+02:00,2000,W_Completeren aanvraag,COMPLETE,58:47.0
94489280519,173754,2011-10-01T14:50:09.763+02:00,20000,W_Completeren aanvraag,COMPLETE,00:04.3
85899345931,173748,2011-10-01T14:09:16.087+02:00,5000,W_Completeren aanvraag,START,00:06.6
73014444048,173739,2011-10-01T13:12:58.663+02:00,10000,W_Nabellen offertes,START,00:15.8
68719476745,173736,2011-10-01T13:01:58.813+02:00,15000,A_ACCEPTED,COMPLETE,00:16.0
73014444049,173739,2011-10-01T13:12:58.663+02:00,10000,W_Nabellen offertes,COMPLETE,00:21.9
85899345932,173748,2011-10-01T14:09:16.087+02:00,5000,W_Completeren aanvraag,COMPLETE,00:29.1
1.03E+11,173760,2011-10-01T15:15:17.454+02:00,32000,O_SELECTED,COMPLETE,01:43.4
1.03E+11,173760,2011-10-01T15:15:17.454+02:00,32000,A_FINALIZED,COMPLETE,01:43.4
1.03E+11,173760,2011-10-01T15:15:17.454+02:00,32000,O_CREATED,COMPLETE,01:44.3
1.03E+11,173760,2011-10-01T15:15:17.454+02:00,32000,O_SENT,COMPLETE,01:44.4
1.03E+11,173760,2011-10-01T15:15:17.454+02:00,32000,W_Nabellen offertes,SCHEDULE,01:44.4
1.03E+11,173760,2011-10-01T15:15:17.454+02:00,32000,W_Completeren aanvraag,COMPLETE,01:45.6
85899345933,173748,2011-10-01T14:09:16.087+02:00,5000,W_Completeren aanvraag,START,01:55.9
68719476747,173736,2011-10-01T13:01:58.813+02:00,15000,O_SELECTED,COMPLETE,05:26.3
68719476746,173736,2011-10-01T13:01:58.813+02:00,15000,A_FINALIZED,COMPLETE,05:26.3
68719476748,173736,2011-10-01T13:01:58.813+02:00,15000,O_CREATED,COMPLETE,05:27.7
68719476749,173736,2011-10-01T13:01:58.813+02:00,15000,O_SENT,COMPLETE,05:27.7
68719476750,173736,2011-10-01T13:01:58.813+02:00,15000,W_Nabellen offertes,SCHEDULE,05:27.8
68719476751,173736,2011-10-01T13:01:58.813+02:00,15000,W_Completeren aanvraag,COMPLETE,05:28.9
1.07E+11,173763,2011-10-01T16:09:22.741+02:00,4000,A_SUBMITTED,COMPLETE,09:22.7
1.07E+11,173763,2011-10-01T16:09:22.741+02:00,4000,A_PARTLYSUBMITTED,COMPLETE,09:23.4
1.07E+11,173763,2011-10-01T16:09:22.741+02:00,4000,W_Afhandelen leads,SCHEDULE,09:35.0
85899345934,173748,2011-10-01T14:09:16.087+02:00,5000,W_Completeren aanvraag,COMPLETE,09:35.9
1.12E+11,173766,2011-10-01T16:12:02.338+02:00,2000,A_SUBMITTED,COMPLETE,12:02.3
1.12E+11,173766,2011-10-01T16:12:02.338+02:00,2000,A_PARTLYSUBMITTED,COMPLETE,12:02.4
1.12E+11,173766,2011-10-01T16:12:02.338+02:00,2000,A_PREACCEPTED,COMPLETE,12:45.1
1.12E+11,173766,2011-10-01T16:12:02.338+02:00,2000,W_Completeren aanvraag,SCHEDULE,12:45.5
1.12E+11,173766,2011-10-01T16:12:02.338+02:00,2000,W_Completeren aanvraag,START,21:09.6
85899345935,173748,2011-10-01T14:09:16.087+02:00,5000,W_Completeren aanvraag,START,27:43.4
85899345936,173748,2011-10-01T14:09:16.087+02:00,5000,A_ACCEPTED,COMPLETE,33:22.0
1.16E+11,173769,2011-10-01T16:34:46.837+02:00,10000,A_SUBMITTED,COMPLETE,34:46.8
1.16E+11,173769,2011-10-01T16:34:46.837+02:00,10000,A_PARTLYSUBMITTED,COMPLETE,34:47.0
1.16E+11,173769,2011-10-01T16:34:46.837+02:00,10000,A_DECLINED,COMPLETE,35:23.3
1.07E+11,173763,2011-10-01T16:09:22.741+02:00,4000,W_Afhandelen leads,START,36:40.9
85899345938,173748,2011-10-01T14:09:16.087+02:00,5000,O_SELECTED,COMPLETE,36:44.8
85899345937,173748,2011-10-01T14:09:16.087+02:00,5000,A_FINALIZED,COMPLETE,36:44.8
85899345939,173748,2011-10-01T14:09:16.087+02:00,5000,O_CREATED,COMPLETE,37:32.6
85899345940,173748,2011-10-01T14:09:16.087+02:00,5000,O_SENT,COMPLETE,37:32.7
85899345941,173748,2011-10-01T14:09:16.087+02:00,5000,W_Nabellen offertes,SCHEDULE,37:32.8
85899345942,173748,2011-10-01T14:09:16.087+02:00,5000,W_Completeren aanvraag,COMPLETE,37:33.9
85899345943,173748,2011-10-01T14:09:16.087+02:00,5000,W_Nabellen offertes,START,37:45.6
1.07E+11,173763,2011-10-01T16:09:22.741+02:00,4000,A_DECLINED,COMPLETE,38:40.6
1.07E+11,173763,2011-10-01T16:09:22.741+02:00,4000,W_Afhandelen leads,COMPLETE,38:43.8
90194313222,173751,2011-10-01T14:14:39.442+02:00,10000,W_Completeren aanvraag,START,39:01.4
85899345944,173748,2011-10-01T14:09:16.087+02:00,5000,W_Nabellen offertes,COMPLETE,39:20.5
1.20E+11,173772,2011-10-01T16:39:55.798+02:00,3000,A_SUBMITTED,COMPLETE,39:55.8
1.20E+11,173772,2011-10-01T16:39:55.798+02:00,3000,A_PARTLYSUBMITTED,COMPLETE,39:55.9
1.20E+11,173772,2011-10-01T16:39:55.798+02:00,3000,A_DECLINED,COMPLETE,40:31.1
85899345945,173748,2011-10-01T14:09:16.087+02:00,5000,W_Nabellen offertes,START,41:24.0
85899345946,173748,2011-10-01T14:09:16.087+02:00,5000,O_CANCELLED,COMPLETE,42:16.4
85899345947,173748,2011-10-01T14:09:16.087+02:00,5000,O_SELECTED,COMPLETE,42:16.4
85899345948,173748,2011-10-01T14:09:16.087+02:00,5000,O_CREATED,COMPLETE,42:17.4
85899345949,173748,2011-10-01T14:09:16.087+02:00,5000,O_SENT,COMPLETE,42:17.4
85899345950,173748,2011-10-01T14:09:16.087+02:00,5000,W_Nabellen offertes,SCHEDULE,42:17.5
85899345951,173748,2011-10-01T14:09:16.087+02:00,5000,W_Nabellen offertes,COMPLETE,42:18.8
85899345952,173748,2011-10-01T14:09:16.087+02:00,5000,W_Nabellen offertes,START,42:41.6
90194313223,173751,2011-10-01T14:14:39.442+02:00,10000,A_ACCEPTED,COMPLETE,43:08.5
1.12E+11,173766,2011-10-01T16:12:02.338+02:00,2000,W_Completeren aanvraag,COMPLETE,45:56.5
1.12E+11,173766,2011-10-01T16:12:02.338+02:00,2000,W_Completeren aanvraag,START,46:57.4
1.12E+11,173766,2011-10-01T16:12:02.338+02:00,2000,W_Completeren aanvraag,COMPLETE,48:23.7
85899345953,173748,2011-10-01T14:09:16.087+02:00,5000,W_Nabellen offertes,COMPLETE,48:25.5
90194313224,173751,2011-10-01T14:14:39.442+02:00,10000,A_FINALIZED,COMPLETE,49:59.2
90194313225,173751,2011-10-01T14:14:39.442+02:00,10000,O_SELECTED,COMPLETE,49:59.2
90194313226,173751,2011-10-01T14:14:39.442+02:00,10000,O_CREATED,COMPLETE,50:01.0
90194313227,173751,2011-10-01T14:14:39.442+02:00,10000,O_SENT,COMPLETE,50:01.0
90194313228,173751,2011-10-01T14:14:39.442+02:00,10000,W_Nabellen offertes,SCHEDULE,50:01.1
90194313229,173751,2011-10-01T14:14:39.442+02:00,10000,W_Completeren aanvraag,COMPLETE,50:03.4
1.25E+11,173775,2011-10-01T16:59:00.006+02:00,10000,A_SUBMITTED,COMPLETE,59:00.0
1.25E+11,173775,2011-10-01T16:59:00.006+02:00,10000,A_PARTLYSUBMITTED,COMPLETE,59:00.1
1.25E+11,173775,2011-10-01T16:59:00.006+02:00,10000,A_PREACCEPTED,COMPLETE,59:31.8
1.25E+11,173775,2011-10-01T16:59:00.006+02:00,10000,W_Completeren aanvraag,SCHEDULE,59:32.1
1.29E+11,173778,2011-10-01T17:49:31.297+02:00,10000,A_SUBMITTED,COMPLETE,49:31.3
1.29E+11,173778,2011-10-01T17:49:31.297+02:00,10000,A_PARTLYSUBMITTED,COMPLETE,49:31.5
1.29E+11,173778,2011-10-01T17:49:31.297+02:00,10000,W_Afhandelen leads,SCHEDULE,50:11.4
1.33E+11,173781,2011-10-01T18:10:34.289+02:00,1500,A_SUBMITTED,COMPLETE,10:34.3
1.33E+11,173781,2011-10-01T18:10:34.289+02:00,1500,A_PARTLYSUBMITTED,COMPLETE,10:34.4
1.33E+11,173781,2011-10-01T18:10:34.289+02:00,1500,A_PREACCEPTED,COMPLETE,11:13.9
1.33E+11,173781,2011-10-01T18:10:34.289+02:00,1500,W_Completeren aanvraag,SCHEDULE,11:14.2
1.37E+11,173784,2011-10-01T19:05:56.897+02:00,5000,A_SUBMITTED,COMPLETE,05:56.9
1.37E+11,173784,2011-10-01T19:05:56.897+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,05:57.0
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,A_SUBMITTED,COMPLETE,06:01.6
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,06:01.8
1.37E+11,173784,2011-10-01T19:05:56.897+02:00,5000,A_PREACCEPTED,COMPLETE,06:42.5
1.37E+11,173784,2011-10-01T19:05:56.897+02:00,5000,W_Completeren aanvraag,SCHEDULE,06:42.8
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,A_PREACCEPTED,COMPLETE,06:46.5
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,W_Completeren aanvraag,SCHEDULE,06:46.9
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,A_SUBMITTED,COMPLETE,14:15.4
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,14:15.6
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,A_PREACCEPTED,COMPLETE,14:57.9
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,W_Completeren aanvraag,SCHEDULE,14:58.2
1.50E+11,173793,2011-10-01T19:32:46.330+02:00,6000,A_SUBMITTED,COMPLETE,32:46.3
1.50E+11,173793,2011-10-01T19:32:46.330+02:00,6000,A_PARTLYSUBMITTED,COMPLETE,32:46.5
1.50E+11,173793,2011-10-01T19:32:46.330+02:00,6000,A_PREACCEPTED,COMPLETE,33:28.9
1.50E+11,173793,2011-10-01T19:32:46.330+02:00,6000,W_Completeren aanvraag,SCHEDULE,33:29.2
1.55E+11,173796,2011-10-01T20:19:11.828+02:00,15000,A_SUBMITTED,COMPLETE,19:11.8
1.55E+11,173796,2011-10-01T20:19:11.828+02:00,15000,A_PARTLYSUBMITTED,COMPLETE,19:12.3
1.55E+11,173796,2011-10-01T20:19:11.828+02:00,15000,A_PREACCEPTED,COMPLETE,19:54.3
1.55E+11,173796,2011-10-01T20:19:11.828+02:00,15000,W_Completeren aanvraag,SCHEDULE,19:54.6
1.59E+11,173799,2011-10-01T20:27:34.477+02:00,10000,A_SUBMITTED,COMPLETE,27:34.5
1.59E+11,173799,2011-10-01T20:27:34.477+02:00,10000,A_PARTLYSUBMITTED,COMPLETE,27:34.6
1.59E+11,173799,2011-10-01T20:27:34.477+02:00,10000,A_PREACCEPTED,COMPLETE,28:25.4
1.59E+11,173799,2011-10-01T20:27:34.477+02:00,10000,W_Completeren aanvraag,SCHEDULE,28:25.8
1.63E+11,173802,2011-10-01T20:35:21.093+02:00,25000,A_SUBMITTED,COMPLETE,35:21.1
1.63E+11,173802,2011-10-01T20:35:21.093+02:00,25000,A_PARTLYSUBMITTED,COMPLETE,35:21.2
1.63E+11,173802,2011-10-01T20:35:21.093+02:00,25000,W_Afhandelen leads,SCHEDULE,36:08.1
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,A_SUBMITTED,COMPLETE,07:54.7
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,07:54.9
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,A_PREACCEPTED,COMPLETE,08:44.7
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,W_Completeren aanvraag,SCHEDULE,08:45.1
1.72E+11,173808,2011-10-01T21:24:58.958+02:00,4000,A_SUBMITTED,COMPLETE,24:59.0
1.72E+11,173808,2011-10-01T21:24:58.958+02:00,4000,A_PARTLYSUBMITTED,COMPLETE,24:59.1
1.72E+11,173808,2011-10-01T21:24:58.958+02:00,4000,A_DECLINED,COMPLETE,25:39.8
1.76E+11,173811,2011-10-01T22:59:29.233+02:00,50000,A_SUBMITTED,COMPLETE,59:29.2
1.76E+11,173811,2011-10-01T22:59:29.233+02:00,50000,A_PARTLYSUBMITTED,COMPLETE,59:29.7
1.76E+11,173811,2011-10-01T22:59:29.233+02:00,50000,W_Afhandelen leads,SCHEDULE,00:06.1
1.80E+11,173814,2011-10-01T23:01:43.529+02:00,14542,A_SUBMITTED,COMPLETE,01:43.5
1.80E+11,173814,2011-10-01T23:01:43.529+02:00,14542,A_PARTLYSUBMITTED,COMPLETE,01:43.7
1.80E+11,173814,2011-10-01T23:01:43.529+02:00,14542,W_Afhandelen leads,SCHEDULE,01:53.7
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,A_SUBMITTED,COMPLETE,57:28.7
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,A_PARTLYSUBMITTED,COMPLETE,57:29.4
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,A_PREACCEPTED,COMPLETE,58:15.9
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,W_Completeren aanvraag,SCHEDULE,58:16.3
1.89E+11,173820,2011-10-02T01:39:06.969+02:00,7500,A_SUBMITTED,COMPLETE,39:07.0
1.89E+11,173820,2011-10-02T01:39:06.969+02:00,7500,A_PARTLYSUBMITTED,COMPLETE,39:07.1
1.89E+11,173820,2011-10-02T01:39:06.969+02:00,7500,A_DECLINED,COMPLETE,39:50.2
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,A_SUBMITTED,COMPLETE,23:29.4
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,A_PARTLYSUBMITTED,COMPLETE,23:30.4
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,A_PREACCEPTED,COMPLETE,24:07.7
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,W_Completeren aanvraag,SCHEDULE,24:08.1
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,A_SUBMITTED,COMPLETE,39:10.8
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,A_PARTLYSUBMITTED,COMPLETE,39:11.2
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,W_Afhandelen leads,SCHEDULE,39:28.0
2.02E+11,173829,2011-10-02T09:54:34.096+02:00,5000,A_SUBMITTED,COMPLETE,54:34.1
2.02E+11,173829,2011-10-02T09:54:34.096+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,54:34.2
2.06E+11,173832,2011-10-02T09:54:39.910+02:00,10000,A_SUBMITTED,COMPLETE,54:39.9
2.06E+11,173832,2011-10-02T09:54:39.910+02:00,10000,A_PARTLYSUBMITTED,COMPLETE,54:40.1
2.06E+11,173832,2011-10-02T09:54:39.910+02:00,10000,A_DECLINED,COMPLETE,55:24.6
2.02E+11,173829,2011-10-02T09:54:34.096+02:00,5000,W_Afhandelen leads,SCHEDULE,55:28.5
2.10E+11,173835,2011-10-02T10:20:29.934+02:00,10000,A_SUBMITTED,COMPLETE,20:29.9
2.10E+11,173835,2011-10-02T10:20:29.934+02:00,10000,A_PARTLYSUBMITTED,COMPLETE,20:30.3
2.10E+11,173835,2011-10-02T10:20:29.934+02:00,10000,A_PREACCEPTED,COMPLETE,21:19.7
2.10E+11,173835,2011-10-02T10:20:29.934+02:00,10000,W_Completeren aanvraag,SCHEDULE,21:20.1
2.15E+11,173838,2011-10-02T10:52:41.358+02:00,8000,A_SUBMITTED,COMPLETE,52:41.4
2.15E+11,173838,2011-10-02T10:52:41.358+02:00,8000,A_PARTLYSUBMITTED,COMPLETE,52:41.4
2.15E+11,173838,2011-10-02T10:52:41.358+02:00,8000,A_DECLINED,COMPLETE,53:22.9
2.19E+11,173841,2011-10-02T10:57:22.697+02:00,10000,A_SUBMITTED,COMPLETE,57:22.7
2.19E+11,173841,2011-10-02T10:57:22.697+02:00,10000,A_PARTLYSUBMITTED,COMPLETE,57:22.8
2.19E+11,173841,2011-10-02T10:57:22.697+02:00,10000,A_PREACCEPTED,COMPLETE,57:55.6
2.19E+11,173841,2011-10-02T10:57:22.697+02:00,10000,W_Completeren aanvraag,SCHEDULE,57:55.9
2.23E+11,173844,2011-10-02T11:03:26.714+02:00,15500,A_SUBMITTED,COMPLETE,03:26.7
2.23E+11,173844,2011-10-02T11:03:26.714+02:00,15500,A_PARTLYSUBMITTED,COMPLETE,03:26.9
2.23E+11,173844,2011-10-02T11:03:26.714+02:00,15500,A_PREACCEPTED,COMPLETE,04:15.1
2.23E+11,173844,2011-10-02T11:03:26.714+02:00,15500,W_Completeren aanvraag,SCHEDULE,04:15.5
2.28E+11,173847,2011-10-02T11:26:19.625+02:00,5000,A_SUBMITTED,COMPLETE,26:19.6
2.28E+11,173847,2011-10-02T11:26:19.625+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,26:19.8
2.28E+11,173847,2011-10-02T11:26:19.625+02:00,5000,A_PREACCEPTED,COMPLETE,27:03.9
2.28E+11,173847,2011-10-02T11:26:19.625+02:00,5000,W_Completeren aanvraag,SCHEDULE,27:04.3
2.32E+11,173850,2011-10-02T11:30:23.255+02:00,6500,A_SUBMITTED,COMPLETE,30:23.3
2.32E+11,173850,2011-10-02T11:30:23.255+02:00,6500,A_PARTLYSUBMITTED,COMPLETE,30:23.5
2.32E+11,173850,2011-10-02T11:30:23.255+02:00,6500,A_DECLINED,COMPLETE,31:03.0
2.36E+11,173853,2011-10-02T11:33:24.421+02:00,7500,A_SUBMITTED,COMPLETE,33:24.4
2.36E+11,173853,2011-10-02T11:33:24.421+02:00,7500,A_PARTLYSUBMITTED,COMPLETE,33:24.5
2.36E+11,173853,2011-10-02T11:33:24.421+02:00,7500,A_DECLINED,COMPLETE,33:58.5
2.41E+11,173856,2011-10-02T11:45:33.566+02:00,12000,A_SUBMITTED,COMPLETE,45:33.6
2.41E+11,173856,2011-10-02T11:45:33.566+02:00,12000,A_PARTLYSUBMITTED,COMPLETE,45:33.7
2.41E+11,173856,2011-10-02T11:45:33.566+02:00,12000,W_Afhandelen leads,SCHEDULE,45:48.3
2.45E+11,173859,2011-10-02T11:47:41.502+02:00,5000,A_SUBMITTED,COMPLETE,47:41.5
2.45E+11,173859,2011-10-02T11:47:41.502+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,47:41.7
2.45E+11,173859,2011-10-02T11:47:41.502+02:00,5000,W_Afhandelen leads,SCHEDULE,47:55.7
2.49E+11,173862,2011-10-02T12:04:39.114+02:00,10000,A_SUBMITTED,COMPLETE,04:39.1
2.49E+11,173862,2011-10-02T12:04:39.114+02:00,10000,A_PARTLYSUBMITTED,COMPLETE,04:39.3
2.49E+11,173862,2011-10-02T12:04:39.114+02:00,10000,W_Afhandelen leads,SCHEDULE,05:19.8
2.53E+11,173865,2011-10-02T12:17:02.797+02:00,5000,A_SUBMITTED,COMPLETE,17:02.8
2.53E+11,173865,2011-10-02T12:17:02.797+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,17:02.9
2.53E+11,173865,2011-10-02T12:17:02.797+02:00,5000,A_DECLINED,COMPLETE,17:48.2
2.58E+11,173868,2011-10-02T12:24:18.960+02:00,5000,A_SUBMITTED,COMPLETE,24:19.0
2.58E+11,173868,2011-10-02T12:24:18.960+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,24:19.1
2.58E+11,173868,2011-10-02T12:24:18.960+02:00,5000,A_PREACCEPTED,COMPLETE,25:03.6
2.58E+11,173868,2011-10-02T12:24:18.960+02:00,5000,W_Completeren aanvraag,SCHEDULE,25:04.0
2.62E+11,173871,2011-10-02T13:05:34.993+02:00,15500,A_SUBMITTED,COMPLETE,05:35.0
2.62E+11,173871,2011-10-02T13:05:34.993+02:00,15500,A_PARTLYSUBMITTED,COMPLETE,05:36.0
2.62E+11,173871,2011-10-02T13:05:34.993+02:00,15500,A_PREACCEPTED,COMPLETE,06:18.0
2.62E+11,173871,2011-10-02T13:05:34.993+02:00,15500,W_Completeren aanvraag,SCHEDULE,06:18.7
2.66E+11,173874,2011-10-02T13:10:37.309+02:00,12500,A_SUBMITTED,COMPLETE,10:37.3
2.66E+11,173874,2011-10-02T13:10:37.309+02:00,12500,A_PARTLYSUBMITTED,COMPLETE,10:37.8
2.66E+11,173874,2011-10-02T13:10:37.309+02:00,12500,A_DECLINED,COMPLETE,10:40.7
2.71E+11,173877,2011-10-02T13:21:47.147+02:00,29387,A_SUBMITTED,COMPLETE,21:47.1
2.71E+11,173877,2011-10-02T13:21:47.147+02:00,29387,A_PARTLYSUBMITTED,COMPLETE,21:47.2
2.71E+11,173877,2011-10-02T13:21:47.147+02:00,29387,A_DECLINED,COMPLETE,22:28.7
2.75E+11,173880,2011-10-02T13:24:15.505+02:00,50000,A_SUBMITTED,COMPLETE,24:15.5
2.75E+11,173880,2011-10-02T13:24:15.505+02:00,50000,A_PARTLYSUBMITTED,COMPLETE,24:15.7
2.75E+11,173880,2011-10-02T13:24:15.505+02:00,50000,W_Afhandelen leads,SCHEDULE,24:24.4
2.79E+11,173883,2011-10-02T13:46:35.860+02:00,2500,A_SUBMITTED,COMPLETE,46:35.9
2.79E+11,173883,2011-10-02T13:46:35.860+02:00,2500,A_PARTLYSUBMITTED,COMPLETE,46:36.0
2.79E+11,173883,2011-10-02T13:46:35.860+02:00,2500,A_DECLINED,COMPLETE,46:38.1
2.83E+11,173886,2011-10-02T13:52:34.123+02:00,3000,A_SUBMITTED,COMPLETE,52:34.1
2.83E+11,173886,2011-10-02T13:52:34.123+02:00,3000,A_PARTLYSUBMITTED,COMPLETE,52:34.2
2.83E+11,173886,2011-10-02T13:52:34.123+02:00,3000,A_DECLINED,COMPLETE,53:13.0
2.88E+11,173889,2011-10-02T14:42:12.094+02:00,7500,A_SUBMITTED,COMPLETE,42:12.1
2.88E+11,173889,2011-10-02T14:42:12.094+02:00,7500,A_PARTLYSUBMITTED,COMPLETE,42:14.1
2.88E+11,173889,2011-10-02T14:42:12.094+02:00,7500,W_Afhandelen leads,SCHEDULE,42:29.1
2.92E+11,173892,2011-10-02T14:53:44.931+02:00,15000,A_SUBMITTED,COMPLETE,53:44.9
2.92E+11,173892,2011-10-02T14:53:44.931+02:00,15000,A_PARTLYSUBMITTED,COMPLETE,53:45.3
2.92E+11,173892,2011-10-02T14:53:44.931+02:00,15000,A_DECLINED,COMPLETE,54:21.5
2.96E+11,173895,2011-10-02T16:03:10.034+02:00,5500,A_SUBMITTED,COMPLETE,03:10.0
2.96E+11,173895,2011-10-02T16:03:10.034+02:00,5500,A_PARTLYSUBMITTED,COMPLETE,03:10.2
2.96E+11,173895,2011-10-02T16:03:10.034+02:00,5500,A_DECLINED,COMPLETE,03:50.3
3.01E+11,173898,2011-10-02T16:05:39.817+02:00,7000,A_SUBMITTED,COMPLETE,05:39.8
3.01E+11,173898,2011-10-02T16:05:39.817+02:00,7000,A_PARTLYSUBMITTED,COMPLETE,05:40.0
3.01E+11,173898,2011-10-02T16:05:39.817+02:00,7000,W_Afhandelen leads,SCHEDULE,05:52.0
3.05E+11,173901,2011-10-02T16:12:08.647+02:00,5750,A_SUBMITTED,COMPLETE,12:08.6
3.05E+11,173901,2011-10-02T16:12:08.647+02:00,5750,A_PARTLYSUBMITTED,COMPLETE,12:08.8
3.05E+11,173901,2011-10-02T16:12:08.647+02:00,5750,W_Afhandelen leads,SCHEDULE,12:57.3
3.09E+11,173904,2011-10-02T16:52:36.497+02:00,5000,A_SUBMITTED,COMPLETE,52:36.5
3.09E+11,173904,2011-10-02T16:52:36.497+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,52:36.7
3.09E+11,173904,2011-10-02T16:52:36.497+02:00,5000,W_Afhandelen leads,SCHEDULE,52:46.4
3.14E+11,173907,2011-10-02T16:53:33+02:00,5000,A_SUBMITTED,COMPLETE,53:33.0
3.14E+11,173907,2011-10-02T16:53:33+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,53:33.2
3.14E+11,173907,2011-10-02T16:53:33+02:00,5000,A_DECLINED,COMPLETE,54:13.5
3.18E+11,173910,2011-10-02T17:17:43.476+02:00,4000,A_SUBMITTED,COMPLETE,17:43.5
3.18E+11,173910,2011-10-02T17:17:43.476+02:00,4000,A_PARTLYSUBMITTED,COMPLETE,17:43.7
3.22E+11,173913,2011-10-02T17:18:05.023+02:00,5500,A_SUBMITTED,COMPLETE,18:05.0
3.22E+11,173913,2011-10-02T17:18:05.023+02:00,5500,A_PARTLYSUBMITTED,COMPLETE,18:05.2
3.18E+11,173910,2011-10-02T17:17:43.476+02:00,4000,A_DECLINED,COMPLETE,18:26.1
3.22E+11,173913,2011-10-02T17:18:05.023+02:00,5500,A_PREACCEPTED,COMPLETE,18:41.1
3.22E+11,173913,2011-10-02T17:18:05.023+02:00,5500,W_Completeren aanvraag,SCHEDULE,18:41.5
3.26E+11,173916,2011-10-02T17:45:59.197+02:00,2500,A_SUBMITTED,COMPLETE,45:59.2
3.26E+11,173916,2011-10-02T17:45:59.197+02:00,2500,A_PARTLYSUBMITTED,COMPLETE,45:59.6
3.26E+11,173916,2011-10-02T17:45:59.197+02:00,2500,W_Beoordelen fraude,SCHEDULE,46:11.2
3.31E+11,173919,2011-10-02T17:55:10.791+02:00,4000,A_SUBMITTED,COMPLETE,55:10.8
3.31E+11,173919,2011-10-02T17:55:10.791+02:00,4000,A_PARTLYSUBMITTED,COMPLETE,55:11.0
3.31E+11,173919,2011-10-02T17:55:10.791+02:00,4000,W_Afhandelen leads,SCHEDULE,55:45.3
3.35E+11,173922,2011-10-02T17:56:36.477+02:00,15000,A_SUBMITTED,COMPLETE,56:36.5
3.35E+11,173922,2011-10-02T17:56:36.477+02:00,15000,A_PARTLYSUBMITTED,COMPLETE,56:36.7
3.35E+11,173922,2011-10-02T17:56:36.477+02:00,15000,A_DECLINED,COMPLETE,57:17.6
3.39E+11,173925,2011-10-02T18:00:06.036+02:00,5000,A_SUBMITTED,COMPLETE,00:06.0
3.39E+11,173925,2011-10-02T18:00:06.036+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,00:06.1
3.39E+11,173925,2011-10-02T18:00:06.036+02:00,5000,W_Afhandelen leads,SCHEDULE,00:16.6
3.44E+11,173928,2011-10-02T18:30:01.576+02:00,33000,A_SUBMITTED,COMPLETE,30:01.6
3.44E+11,173928,2011-10-02T18:30:01.576+02:00,33000,A_PARTLYSUBMITTED,COMPLETE,30:01.8
3.44E+11,173928,2011-10-02T18:30:01.576+02:00,33000,A_PREACCEPTED,COMPLETE,30:55.8
3.44E+11,173928,2011-10-02T18:30:01.576+02:00,33000,W_Completeren aanvraag,SCHEDULE,30:56.2
3.48E+11,173931,2011-10-02T19:27:33.681+02:00,8000,A_SUBMITTED,COMPLETE,27:33.7
3.48E+11,173931,2011-10-02T19:27:33.681+02:00,8000,A_PARTLYSUBMITTED,COMPLETE,27:33.8
3.48E+11,173931,2011-10-02T19:27:33.681+02:00,8000,A_DECLINED,COMPLETE,28:11.8
3.52E+11,173934,2011-10-02T20:05:03.215+02:00,15000,A_SUBMITTED,COMPLETE,05:03.2
3.52E+11,173934,2011-10-02T20:05:03.215+02:00,15000,A_PARTLYSUBMITTED,COMPLETE,05:03.5
